GSM3378079	GSM3378080	GSM3378081	GSM3378082	GSM3378083	GSM3378084
IGHV7-34-1	0	0	0	0	0	0
IGHV3-35	0	0	0	0	0	0
IGHV3-36	0	0	0	0	0	0
IGHV3-37	0	0	0	0	0	0
IGHV3-38	0.9706	0.4466	0.8932	0.7743	0.8089	1.38
IGHVIII-38-1	0.2299	0.5289	0.2116	0.4585	0	0.2042
IGHV4-39	0	0	0	0	0	0
IGHV7-40	0	0	0	0	0	0
IGHVII-40-1	0	0	0	0	0	0
IGHV3-41	0	0	0	0	0	0
IGHV3-42	0	0	0	0	0	0
IGHV3-43	0	0	0	0	0	0
IGHVII-43-1	0	0	0	0	0	0
IGHVIII-44	0	0	0	0	0	0
LINC00221	0.07689	0.04423	0.03538	0.03834	0.0801	0.03416
IGHVIV-44-1	0	0	0	0	0	0
IGHVII-44-2	0	0	0	0	0	0
LOC112268139	0	0	0	0	0	0
IGHV1-45	0	0	0	0	0	0
IGHV1-46	0	0	0	0	0	0
IGHVII-46-1	0	0	0	0	0	0
IGHV3-47	0	0	0	0	0	0
IGHVIII-47-1	0	0	0	0	0.2308	0
IGHV3-48	0.1908	0.6585	0.5268	0.3806	0.3976	0
IGHV3-49	0	0	0.1727	0.1871	0.3909	0.1667
IGHVII-49-1	0	0	0	0	0	0
IGHV3-50	0.1903	0.2189	0.3502	0	0.7929	0.5071
IGHV5-51	0	0	0.1756	0	0	0
IGHV8-51-1	0	0	0	0	0	0
IGHVII-51-2	0	0	0	0	0	0
IGHV3-52	0	0	0	0	0	0
IGHV3-53	0	0	0	0.1919	0	0
IGHVII-53-1	0	0	0	0	0	0
IGHV3-54	0	0	0	0	0	0
IGHV4-55	0	0	0	0	0	0
IGHV7-56	0	0	0	0.1914	0	0
IGHV3-57	0	0	0	0	0	0
IGHV1-58	0	0.2195	0	0	0	0.1695
IGHV4-59	0	0	0	0.1919	0	0
IGHV3-60	0	0	0	0	0	0
IGHVII-60-1	0	0	0	0	0	0
IGHV4-61	0	0	0	0	0	0
IGHV3-62	0	0	0	0	0	0
IGHVII-62-1	0	0	0	0	0	0
IGHV3-63	0	0	0	0	0	0
IGHV3-64	0.1908	0.2195	0.1756	0	0.1988	0.339
LOC102724977	0	0	0	0	0	0
IGHV3-65	0	0	0	0	0	0
IGHVII-65-1	0	0	0	0	0	0
IGHV3-66	0	0.2214	0	0	0.2005	0
IGHV1-67	0	0	0	0	0	0
IGHVII-67-1	0	0	0	0	0	0
IGHVIII-67-2	0	0	0	0	0	0
IGHVIII-67-3	0	0	0	0	0	0
IGHVIII-67-4	0	0	0	0	0	0
IGHV1-68	0	0	0	0	0	0
IGHV1-69	0	0	0	0	0	0
IGHV2-70D	0	0	0	0	0	0
IGHV3-69-1	0.1925	0	0	0	0	0
IGHV1-69-2	0.3816	0.439	0.3512	0.1903	0.1988	0.1695
IGHV1-69D	0	0	0	0	0	0
IGHV2-70	0	0	0	0	0	0
IGHV3-71	0	0	0	0	0	0
IGHV3-72	0	0	0.1727	0.7484	0	0
IGHV3-73	0	0	0.6907	0.3742	0	0
IGHV3-74	0	0	4.566	3.806	0	0.8476
IGHVII-74-1	0	0	0	0	0	0
IGHV3-75	0	0	0	0	0	0
IGHV3-76	0	0	0	0	0	0
IGHVIII-76-1	0	0	0	0	0	0
MIR5195	0.5857	0	2.695	2.92	0	1.561
IGHV5-78	1.148	0.8805	2.289	1.908	1.395	1.36
IGHVII-78-1	0	0	0	0	0	0
IGHV3-79	0	0	0	0	0	0
IGHV4-80	0	0	0.1931	0	0.2186	0
IGHV7-81	0	0	0	0	0.1988	0
IGHVIII-82	0	0	0	0	0	0
LOC105379271	4.371	4.639	3.328	3.983	3.795	3.918
LOC105379272	9.217	7.254	4.592	3.801	5.198	5.418
LOC105379274	0.6266	0.4325	0.2883	0.3749	0.4569	0.334
MAFIP	8.02	8.297	6.034	6.287	7.054	6.844
LOC112268314	0.1146	0.1318	0	0	0	0
LOC105379527	9.135	9.749	7.292	9.11	9.517	10.12
IGHV3-9	0.1439	0.1656	0	0	0.2999	0.1279
LOC102723407	0	0	0	0	0	0
FAM30B	0.09278	0.1067	0.08538	0.185	0.09666	0.08243
LOC105379203	0.07189	0.08269	0.06615	0.07169	0.07489	0.06386
CHEK2P2	0.1559	0.4484	0.2152	0.2332	0.6497	0.9004
HERC2P3	20.46	20.52	19.9	22.1	19.55	21.26
LOC100996379	1.129	0.7883	0.6677	0.8442	0.8399	0.8595
GOLGA6L6	0	0	0.01545	0	0	0
GOLGA8CP	0.1148	0.1174	0.1291	0.1272	0.1196	0.102
NBEAP1	158.7	154	225.9	226.6	214	218.5
MIR3118-2	0	0	0	0	0	0
POTEB2	0.03392	0.03901	0.03121	0.03382	0	0
MIR5701-1	0	0	0	0	0	0
LINC01193	0.1188	0.0911	0.1275	0.158	0.1031	0.07036
FAM30C	1.021	0.8221	0.7516	0.56	1.117	0.9297
LOC105379205	0.1074	0	0	0	0	0.09544
LOC105370715	0	0.3655	0.5848	0.3168	0.331	0.5645
LOC105370714	0.6909	0.5676	0.7947	0.7627	0.5655	0.6576
LOC646214	5.789	5.491	4.129	4.842	3.591	4.328
LOC112268154	2.347	2.4	2.256	2.314	2.065	2.27
CXADRP2	0.4081	0.4068	0.5007	0.3798	0.3401	0.4109
MIR3118-3	0	0	0	0	0	0
POTEB3	0.05079	0.05842	0.03116	0.05064	0	0.01504
MIR5701-2	0	0	0	0	0	0
LINC02203	0.03463	0	0.09561	0.03454	0	0.03077
OR4N4C	0	0	0	0	0	0.04861
LOC107987218	0	0	0	0	0	0
LOC102724760	0	0	0	0	0	0
LOC107987219	0	0	0	0	0	0
IGHV1OR15-3	0	0	0	0	0	0
LOC102724971	0	0	0	0	0	0
LOC105379208	0	0	0.03608	0	0	0
LOC105379207	0.05924	0	0.05452	0.05908	0	0.05263
MIR3118-4	0	0	0	0	0	0
POTEB	0.0335	0.07706	0.06165	0.0334	0.03489	0.02976
NF1P2	0.9762	1.043	0.5775	0.7649	0.5811	0.6195
MIR5701-3	0	0	0	0	0	0
OR4M2-OT1	0.04691	0.05396	0.08633	0.09355	0.04887	0.08334
OR4M2	0	0	0	0	0	0
OR4N4	0	0	0	0	0	0
OR4N3P	0	0	0.06615	0	0	0
LOC107984743	0	0	0	0	0	0
IGHV1OR15-1	0	0	0	0	0	0
LOC107984785	0	0	0	0	0	0
LOC642131	0	0	0	0	0	0
LOC107983983	0	0	0	0	0	0
LOC101928039	0	0	0	0	0.02238	0
MIR1268A	0	0	0	0	0	0
REREP3	0.5865	0.2891	0.3855	0.5013	0.3491	0.4466
LOC105370721	0	0	0	0.04078	0	0
GOLGA8EP	0.1151	0.1471	0.09411	0.1147	0.1199	0.1022
GOLGA6L22	0.06849	0	0	0	0.03567	0
HERC2P7	2.368	1.977	1.757	2.17	1.711	2.273
HERC2P2	26.28	23.39	24.63	27.33	23.06	25.63
LOC101927846	0.317	0.1823	0.1458	0.158	0.1651	0.1408
GOLGA8IP	0.1064	0.1224	0.03264	0.07074	0.03695	0.09454
WHAMMP3	3.228	3.087	2.953	2.826	2.913	3.068
LOC283683	0.09323	0.2145	0.08579	0.04649	0.1457	0.08282
NIPA1	14.49	14.99	13.67	12.91	14.87	15.85
NIPA2	39.36	42.56	45.96	48.51	47.15	53.7
CYFIP1	42.97	42.69	46.42	47.44	43.41	45.37
TUBGCP5	14.49	15.59	13.31	13.44	19.51	21.6
GOLGA6L1	0	0	0.01593	0	0.01803	0.01538
GOLGA8DP	0.2523	0.2032	0.2206	0.2013	0.1314	0.1457
MIR4509-1	0	0	0	0	0	0
LOC102723534	3.475	3.047	2.673	3.493	2.759	3.315
LOC102723564	5.632	4.795	4.93	5.433	4.343	5.685
GOLGA6L26	0	0	0.01585	0	0.01795	0.0153
LOC105376698	0	0	0	0	0	0
GOLGA8S	0.1728	0.1723	0.1378	0.1723	0.132	0.1433
LOC105370726	0	0.1394	0	0	0	0
LOC105370728	0	0	5.107	5.209	4.761	3.867
GOLGA6L2	0	0	0	0	0	0
LOC105370729	0	0	0	0	0.09719	0
LOC105370730	0	0	0	0	0	0.04016
LOC107984793	0	0	0	0	0	0
MIR4508	0	0	0	0	0	0
MKRN3	10.34	11.57	12.31	13.57	13.61	14.56
MAGEL2	0	0	0	0	0	0
NDN	30	26.06	24.1	25.52	29.64	31.58
LOC107984787	0.01801	0	0	0	0.01876	0.032
PWRN4	0	0	0	0	0	0
LOC105370734	0	0	0	0	0	0
LOC105370733	0.006987	0	0.006429	0	0	0
LOC105370732	0	0	0	0	0	0
PWRN2	0	0	0	0	0	0
LOC102723749	0	0	0	0	0	0
LOC102725165	0	0	0	0	0	0
PWRN3	0	0	0	0	0	0
PWRN1	0.04681	0	0.04308	0	0	0
NPAP1	0.008841	0.01017	0	0	0.01842	0.007854
SNHG14	32.41	32.38	35.66	35.84	35.14	35.95
SNRPN	67.87	67.17	81.28	81.79	71.62	67.92
SNURF	133.6	131.7	160.3	161.4	140.5	133.2
PWARSN	7.947	7.589	7.416	6.953	10.27	8.558
SNORD107	13.47	15.5	14.05	11.64	21.52	15.96
PWAR5	10.1	11.95	9.611	9.101	13.56	12.61
SNORD64	16.09	21.97	21.28	17.04	31.42	24.11
SNORD108	13.67	17.97	16.17	19.47	23.39	19.08
PWAR6	10.5	11.93	10.75	10.89	13.58	13.49
SNORD109A	37.2	37.01	33.31	26.07	48.18	40.19
SNORD116-1	4.861	3.195	2.556	2.077	3.617	5.552
SNORD116-2	13.89	10.38	8.946	8.31	8.681	8.637
SNORD116-3	3.472	2.396	4.473	2.077	2.894	2.468
SNORD116-4	35.74	38.74	39.22	32.9	45.83	43.96
SNORD116-5	0.6944	2.396	1.917	2.077	2.894	2.468
SNORD116-6	5.499	4.744	5.06	4.798	3.58	4.885
SNORD116-7	1.389	2.396	1.917	2.077	1.447	0.6169
SNORD116-8	3.472	4.793	4.473	4.847	2.894	2.468
SNORD116-9	1.389	2.396	1.917	2.77	1.447	1.851
SNORD116-10	0	0	0	0	0	0
SNORD116-11	0	0	0.6594	0	0.7465	0
SNORD116-12	0.7166	1.649	1.319	0.7146	1.493	2.546
SNORD116-13	2.866	1.649	4.616	2.858	2.24	1.91
SNORD116-14	8.599	9.891	9.232	11.43	8.958	7.003
SNORD116-15	6.449	9.067	3.957	3.573	8.212	4.456
SNORD116-16	5.016	9.891	8.573	5.002	6.719	4.456
SNORD116-17	3.583	5.77	5.935	5.717	7.465	5.093
SNORD116-18	3.583	2.473	2.638	3.573	2.986	3.183
SNORD116-19	12.18	11.54	11.87	12.15	16.42	12.1
SNORD116-20	18.63	32.15	27.7	30.73	22.4	32.47
SNORD116-21	49.44	46.16	52.09	59.31	48.52	49.66
SNORD116-22	15.05	17.31	11.87	14.29	14.93	19.73
SNORD116-23	3.583	2.473	5.275	5.717	3.733	4.456
SNORD116-24	17.2	9.891	9.891	12.15	13.44	10.19
SNORD116-25	0.7166	0.8243	1.978	0	0.7465	0
SNORD116-26	0.6873	2.372	0	2.742	2.148	1.221
SNORD116-27	0	0.8243	0.6594	0.7146	0	0.6366
SNORD116-28	2.897	4.166	8.665	10.83	4.527	6.435
SNORD116-29	0.7925	3.646	1.458	0.7902	0.8255	0
SNORD116-30	1.585	0.9116	0.7292	1.58	0	0.704
IPW	24.35	24.29	25.18	24.04	24.82	26.91
PWAR1	0.08378	0.03212	0.1285	0.1392	0.02909	0.07443
SNORD115-1	0	0	0	0	0	0
SNORD115-2	0	0	0	0	0	0
SNORD115-3	0	0	0	0	0	0
SNORD115-4	0	0	0	0	0	0
SNORD115-5	0	0	0	0	0	0
SNORD115-6	0	0	0	0	0	0
SNORD115-7	0	0	0	0	0	0
SNORD115-8	0	0	0	0	0	0
SNORD115-9	0	0	0	0	0	0
SNORD115-10	0	0	0	0	0	0
SNORD115-11	0	0	0	0	0	0
SNORD115-12	0	0	0	0	0	0
SNORD115-13	0	0	0	0	0	0
SNORD115-14	0	0	0	0	0	0
SNORD115-15	0	0	0	0	0	0
SNORD115-16	0	0	0	0	0	0
SNORD115-17	0	0	0	0	0	0
SNORD115-18	0	0	0	0	0	0
SNORD115-19	0	0	0	0	0	0
SNORD115-20	0	0	0	0	0	0
SNORD115-21	0	0	0	0	0	0
SNORD115-22	0	0	0	0	0	0
PWAR4	0.197	0	0	0	0	0
SNORD115-23	0	0	0	0	0	0
SNORD115-24	0	0	0	0	0	0
SNORD115-25	0	0	0	0	0	0
SNORD115-26	0	0	0	0	0	0
SNORD115-27	0	0	0	0	0	0
SNORD115-28	0	0	0	0	0	0
SNORD115-29	0	0	0	0	0	0
SNORD115-30	0	0	0	0	0	0
SNORD115-31	0	0	0	0	0	0
SNORD115-32	0	0	0	0	0	0
SNORD115-33	0	0	0	0	0	0
SNORD115-34	0	0	0	0	0	0
SNORD115-35	0	0	0	0	0	0
SNORD115-36	0	0	0	0	0	0
SNORD115-37	0	0	0	0	0	0
SNORD115-38	0	0	0	0	0	0
SNORD115-39	0	0	0	0	0	0
SNORD115-40	0	0	0	0	0	0
SNORD115-41	0	0	0	0	0	0
SNORD115-42	0	0	0	0	0	0
SNORD115-43	0	0	0	0	0	0
SNORD115-44	0	0	0	0	0	0
SNORD115-45	0	0	0	0	0	0
SNORD115-46	0.9487	0	0	0	0	0
SNORD115-47	0	0	0	0	0	0
SNORD115-48	0	0	0	0	0	0
SNORD109B	1.005	1.156	0.9252	1.003	2.095	0.8931
UBE3A	35.18	36.58	30.51	29.6	35.92	37.79
LINC02250	0	0	0	0	0	0
LOC107984789	0	0	0	0	0	0.01262
ATP10A	2.841	3.097	4.82	4.694	4.025	4.368
LOC107984770	0.0188	0	0	0.01875	0	0.0167
MIR4715	0	0	0	0	0	0
ATP10A-DT	0	0	0	0	0	0
LINC02346	0	0	0	0	0	0
TRE-TTC2-2	0	0	0	0	0	0
LOC105370739	0	0	0	0	0	0
LINC00929	0	0	0	0	0	0
LINC02248	0	0	0	0	0	0
LOC105370740	0	0	0	0	0	0
GABRB3	24.35	25.31	30.57	31.03	23.76	26.01
LOC112268151	0.01925	0.07752	0.03544	0.0288	0.03009	0.04276
GABRA5	0.03547	0	0.03264	0.02653	0.01848	0.03151
GABRG3	0.01781	0.01024	0.03277	0.06659	0.04174	0.03164
LOC107984766	0	0	0	0	0	0
GABRG3-AS1	0	0	0	0	0	0
LOC105370741	0	0	0	0	0	0
OCA2	0.01141	0.01313	0.021	0.01138	0.01189	0
HERC2	13.55	13.63	10.76	11.21	13.58	13.25
GOLGA6L24	0.02169	0	0	0	0.02259	0
GOLGA8F	0.1195	0.0825	0.11	0.1192	0.07472	0.08496
MIR4509-2	0	0	0	0	0	0
MIR4509-3	0	0	0	0	0	0
GOLGA8G	0.1382	0.1156	0.08092	0.1002	0.07852	0.1116
GOLGA6L25	0.02216	0.0255	0.0204	0	0.02309	0
HERC2P11	2.088	2.098	1.705	2.171	2.053	2.169
HERC2P9	22.35	20.77	19.14	20.79	19.88	21.5
GOLGA8M	0.1615	0.1473	0.123	0.1166	0.1276	0.1286
LOC107984746	0.1577	0	0.1452	0	0.1643	0.1401
WHAMMP2	1.515	1.507	1.123	1.101	1.231	1.506
LOC100289656	1.054	1.212	0.7618	1.276	1.098	1.204
PDCD6IPP2	4.972	4.649	4.752	4.606	4.879	4.702
GOLGA6L7	0.03139	0.03611	0.1155	0.1565	0.1308	0.1394
APBA2	15.92	15.65	8.005	8.945	14.94	15.56
ENTREP2	1.583	1.539	0.3768	0.6533	1.194	1.94
NSMCE3	13.38	14.36	12.27	12.17	12.67	13.36
LCIIAR	0	0	0	0.02604	0	0
LOC105370743	0	0	0	0.05934	0	0.05286
TJP1	69.31	73.27	106.6	105.7	81.43	83.97
GOLGA8J	0.2868	0.2566	0.1857	0.2013	0.1992	0.1982
ULK4P3	0	0.06743	0.05395	0.1169	0	0.1562
GOLGA8T	0.4282	0.4277	0.2903	0.3596	0.3756	0.4404
LOC105370747	0	0	0	0	0	0
LINC02249	0	0	0	0	0	0
LOC102724055	0.04704	0.01804	0.01443	0.01564	0.08167	0.05572
CHRFAM7A	0.1611	0.1442	0.08238	0.1071	0.1119	0.175
LOC105370751	0	0	0.07739	0.08386	0.08761	0.07471
GOLGA8R	0.547	0.5243	0.2876	0.3247	0.3935	0.3355
LOC101927788	0.4736	0.4843	0.339	0.3149	0.2741	0.3273
LOC105376704	0.8725	1.004	0.4818	0.5221	0.5454	0.4651
WHAMMP4	5.435	3.763	3.812	4.657	5.552	7.36
LOC100996413	0	0	0	0	0	0
GOLGA8Q	0.8158	0.8976	0.6202	0.5659	0.7021	0.5357
DNM1P50	0.1282	0.07372	0	0	0.3338	0.1708
ULK4P2	0.07689	0.08845	0.07076	0.23	0.0801	0.2732
ARHGAP11B-DT	1.471	1.618	0.9297	0.982	1.132	1.238
GOLGA8H	0.4737	0.5155	0.3535	0.3064	0.3735	0.4436
ARHGAP11B	7.188	7.473	5.705	5.542	9.444	11.17
LOC100288637	2.371	2.279	1.518	1.793	3.281	3.531
LOC107984025	1.826	1.867	2.147	1.922	1.162	1.532
LOC101930434	0.05337	0.0614	0.04912	0.05323	0.1668	0.09483
HERC2P10	0.9502	0.7287	0.8744	0.5264	1.54	0.9379
FAN1	30.73	31.57	26.35	26.44	37.87	40.73
MTMR10	15.38	14.08	11.62	11.12	14.87	15.91
TRPM1	0	0	0	0	0	0
LOC105370752	0	0	0	0	0	0
MIR211	0	0	0	0	0	0
LINC02352	0.0654	0.3761	0	0.1304	0.1363	0.2324
LINC03034	0.09461	0.07255	0	0	0.0657	0.05603
KLF13	14.19	14.31	9.149	8.409	16.98	17.14
LOC105376707	0.0111	0.05105	0.01021	0	0.04623	0.08871
LOC105370939	0	0	0	0	0	0.02781
LOC107987220	0	0	0.0883	0.09569	0.09996	0
OTUD7A	0.1659	0.1499	0.1254	0.1123	0.1728	0.1579
LOC105370753	0.3015	0.181	0.04826	0.1177	0.1639	0.1398
LOC105370940	0	0.1199	0	0.104	0.1086	0.09263
CHRNA7	0.1631	0.1147	0.06671	0.09037	0.1983	0.1771
LOC105370754	0	0	0.1505	0	0.3406	0.2905
LOC102724078	0.009813	0	0	0	0	0.008718
LOC105376709	0	0	0	0	0	0
LOC112268159	0	0	0	0	0	0
GOLGA8K	0.2207	0.3435	0.1673	0.1942	0.2299	0.2076
LOC107987221	0.4562	0.1749	0.4198	0.1516	0.1584	0.1351
ULK4P1	0.07689	0.08845	0.07076	0.1534	0.0801	0.1366
GOLGA8O	0.4923	0.5946	0.3851	0.4296	0.4103	0.3389
LOC105376710	0.6781	0.78	0.624	0.4508	0.7064	0.4016
LOC101060588	0	0	0	0	0	0
LOC100653133	0.2352	0.1082	0.08657	0.1876	0.09801	0.2925
LOC107987222	7.217	6.611	6.272	8.929	7.797	8.43
WHAMMP1	7.823	6.329	5.459	6.944	7.389	8.478
LINC02256	1.092	0.8791	0.4019	0.4899	0.3412	0.4364
ARHGAP11A-DT	3.948	4.266	3.193	3.46	4.362	4.252
GOLGA8N	0.632	0.7124	0.4304	0.5798	0.4214	0.5278
ARHGAP11A	18.71	21.26	13.55	13.9	31.12	33.65
ARHGAP11A-SCG5	10.16	12.01	7.231	7.685	15.47	16.99
SCG5	0.2589	0.05956	0.2382	0.6196	0.2697	0.368
SCG5-AS1	0.1461	0	0.1345	0	0.1522	0.1298
LOC105370756	0	0	0	0	0	0.06005
GREM1	0.009106	0	0.00419	0.00454	0.004743	0.004045
GREM1-AS1	0	0	0	0	0	0
FMN1	0.1598	0.1749	0.1779	0.1696	0.153	0.1305
LOC107984089	0.02559	0	0	0	0	0.02274
LOC105370759	0	0	0	0	0	0
TMCO5B	0	0	0	0	0	0
RYR3-DT	0	0	0	0	0	0
RYR3	0.254	0.1728	0.3029	0.3781	0.1938	0.2479
AVEN	5.245	4.802	4.947	5.035	3.992	4.594
CHRM5	0.03483	0.02671	0.4594	0.602	0.01209	0.01031
LOC107984748	0	0	0	0.07926	0	0.0353
EMC7	139.6	146.6	171.9	165.3	139.8	140.1
PGBD4	4.233	4.048	3.745	4.18	4.388	4.621
KATNBL1	12.36	11.8	10.15	9.545	13.04	14.19
EMC4	142.4	144.6	142.6	147.1	133.7	141.8
SLC12A6	14.6	14.31	9.908	9.587	10.28	10.88
NOP10	410.5	414.9	385.1	373.5	395.6	346.6
NUTM1	0.01605	0	0	0	0.01672	0
LPCAT4	9.97	8.188	2.507	3.012	6.073	7.018
GOLGA8A	64.02	54.38	50.67	60.3	39.49	50.67
MIR1233-1	0	0	0.7559	0	0	0.7298
GOLGA8B	62.69	52.17	49.01	58.66	37.98	49.47
MIR1233-2	0.8215	0	0.7559	0	0	0.7298
LINC02252	0	0	0	0	0	0
GJD2	0	0	0	0	0	0
GJD2-DT	0	0	0	0	0	0
ACTC1	0	0.05607	0	0.09721	0	0.0433
LOC107984776	0	0	0	0	0	0
AQR	20.07	20.04	15.6	15.58	19.23	19.88
ZNF770	54.03	55.24	43.31	40.27	53.59	58.47
LOC105370764	0.1004	0.1155	0.1664	0.1202	0.1465	0.03569
LOC105370763	0.02647	0.03044	0	0.02639	0	0.02351
LOC105370765	0.06712	0.02574	0.02059	0.03347	0.01165	0.009939
NANOGP8	0.06739	0	0.06202	0.0336	0	0
DPH6	5.92	5.927	4.847	4.622	5.172	5.504
ANP32AP1	4.929	5.04	4.116	4.46	3.233	3.324
MIR3942	3.09	2.133	2.843	3.081	1.931	2.196
DPH6-DT	0.1824	0.2098	0.08393	0	0.09502	0.2836
LOC105370766	0	0	0	0	0	0
MIR4510	0	0	0	0	0	0
LINC02853	0	0	0	0	0	0
LOC102724214	0	0	0	0	0	0
LOC105370767	0	0	0	0	0	0
LOC105370769	0	0	0	0	0	0
LOC105370768	0	0	0	0	0	0
LOC105370770	0	0	0	0	0	0
CDIN1	2.445	2.457	1.836	1.724	1.933	2.035
CSNK1A1P1	0.07972	0.0917	0.2201	0.318	0.3322	0.1416
LOC145845	0	0	0	0	0	0
MEIS2	0.008972	0.01032	0.008256	0.05368	0.04673	0.04782
MIR8063	0	0	0	0	0	0
LOC105370772	0.05553	0.03194	0.1022	0	0	0.02467
LOC105370773	0	0	0	0	0	0
TMCO5A	0.01222	0.01406	0	0	0.01273	0
LOC107984774	0	0	0	0	0	0
LINC02345	0	0	0	0	0	0
LINC01852	0	0	0.02544	0	0.05759	0.07367
LOC107984760	0	0.2468	0	0	0.2235	0.3812
SPRED1	3.644	3.878	2.231	2.183	2.865	2.746
FAM98B	48.42	52.25	40.75	38.45	51.38	52.26
RASGRP1	0.5349	0.5845	0.2338	0.28	0.4319	0.4396
LOC105370774	0.06333	0.09713	0.03885	0.06315	0.02199	0.03751
LOC107984739	0	0	0	0	0	0
LOC107984725	0	0	0	0	0	0
LOC105370775	0	0.1302	0	0	0	0
LINC02694	0	0.03793	0.03034	0	0.03435	0
LOC105370776	0	0	0	0	0	0.04247
LOC102724253	0	0	0	0	0	0
LOC105370777	0.3164	0.1516	0.1456	0.184	0.2746	0.2342
LOC105370781	0.01325	0.06099	0.0122	0.05287	0.01381	0.01178
LOC105370780	0.02122	0.01627	0.04557	0.02116	0	0.03142
LINC02915	0.02178	0	0.02004	0	0.02269	0
LOC105370783	0	0.005453	0.004362	0	0	0
LOC105370784	0.0759	0.04365	0	0	0.03953	0
THBS1	8.034	7.849	9.502	9.452	9.234	9.112
FSIP1	0.7675	0.9549	0.6486	0.6482	0.9219	1.134
LOC105370785	0	0	0	0	0	0.05016
LOC105370941	1.987	1.4	1.531	1.932	1.475	2.14
GPR176	2.809	2.922	1.59	1.702	3.062	3.229
LOC105370786	0.01792	0	0	0	0	0
GPR176-DT	0.2147	0.247	0.247	0.1962	0.2423	0.2861
EIF2AK4	41.68	43.27	40.78	39.97	57.84	58.21
SRP14	628.6	630	643.5	631.8	633	570.5
SRP14-DT	4.768	4.551	3.118	3.156	3.804	4.128
LOC105370787	0.1053	0.08075	0.0646	0.035	0.03657	0.03118
BMF	9.093	9.586	2.036	2.247	6.278	6.463
BUB1B	47.25	52.06	25.24	25.49	76.27	82.26
LOC107984763	0.0799	0	0	0	0.02081	0.05324
BUB1B-PAK6	1.893	2.197	0.831	1.056	3.437	3.132
PAK6	0.02884	0.03317	0.01327	0.02875	0.01502	0
PAK6-AS1	0.03165	0	0	0	0	0
ANKRD63	0.01598	0.01838	0	0	0	0.0142
PLCB2	0.09402	0.1081	0.009613	0.01042	0.02177	0.02784
LOC112268152	0	0	0	0.06806	0	0
INAFM2	24.65	24.59	26.79	25.35	32.98	33.52
CCDC9B	16.15	15.17	14.52	15.46	13.08	14.19
PHGR1	1.699	1.777	6.54	5.238	6.599	3.706
DISP2	0.5291	0.5509	0.9696	1.083	0.613	0.6362
KNSTRN	38.27	40.13	52.87	47.94	64.03	63.43
IVD	97.27	95.68	115.8	118.4	112.9	121.2
BAHD1	14.28	14.68	13.19	13.83	11.17	12.9
CHST14	27.03	27.18	27.33	28.24	31.61	35.04
CCDC32	17.93	17.61	17.96	17.67	13.66	15.03
MRPL42P5	3.636	2.788	2.509	3.122	2.63	2.333
RPUSD2	13.38	14.44	10.74	12.78	15.09	12.95
TRS-GCT4-2	0	0	0	0	0	0
KNL1	8.331	9.381	4.8	4.753	12.69	14.07
RAD51-AS1	12.24	11.86	12.28	13.31	8.134	9.732
RAD51	10.23	12.52	4.842	5.812	21.12	20.27
RMDN3	46.85	44.03	44.08	47.37	48.93	50.06
GCHFR	24	23.87	26.6	26.61	28.57	27.66
DNAJC17	7.395	7.209	8.386	8.474	8.03	7.661
C15orf62	2.236	2.227	2.334	2.583	2.131	2.52
ZFYVE19	12.99	13.75	10.19	10.82	15.2	15.69
PPP1R14D	0.1376	0	0	0.2744	0.07168	0.1222
SPINT1-AS1	32.2	33.19	27.78	28.92	27.74	24.71
SPINT1	130.6	127.6	115.5	119.9	98.79	106.7
RHOV	56.46	53.82	30.65	32.2	29.39	31.44
VPS18	21.42	22.47	17.65	18.96	16.08	18.3
LOC105370943	0.7859	0.7748	0.6199	0.8956	0.9356	0.8976
DLL4	0.09831	0.09046	0.05428	0.09803	0.04096	0.1397
CHAC1	3.29	4.192	2.334	2.85	2.839	3.523
LOC105370789	0.06763	0	0	0	0.1057	0.09012
LOC112268144	0.7448	0.7377	0.5521	0.7839	0.6465	0.827
INO80	11.38	12.31	9.785	10.24	12.29	12.78
LOC105376713	0.07751	0.08916	0.07133	0	0.1615	0.06886
EXD1	0.1047	0.08031	0.08031	0.03481	0.07274	0.04652
CHP1	97.41	98.25	150.5	144.5	103.4	108.8
OIP5-AS1	33.13	36.12	35.23	35.1	43.15	45.66
OIP5	25.45	27.21	14.09	17.23	45.19	44.15
NUSAP1	87.37	92.56	60.49	58.99	143.7	150.4
NDUFAF1	44.27	48.03	50.07	50.04	43.94	44.95
RTF1	52.01	52.07	44.15	41.26	51.25	52.96
LOC105370790	0.1101	0.3798	0.2026	0.439	0	0.09778
ITPKA	0.2681	0.3469	0.1234	0.06684	0.4189	0.5657
LTK	0.05678	0.02177	0	0.05662	0.03943	0.01681
RPAP1	19.38	18.62	15.93	16.98	17.24	18.37
TYRO3	5.841	5.032	4.031	4.311	6.765	7.204
LOC105370791	0.4221	0.1456	0.2719	0.4209	0.3078	0.3
MGA	13.21	14.59	10.94	11.27	14.38	14.22
MIR626	0	0	0	0	0	0
MAPKBP1	8.252	7.77	7.49	8.033	7.573	7.671
JMJD7-PLA2G4B	10.92	9.205	10.11	13.03	8.524	10.25
JMJD7	19.55	18.04	16.98	20.17	16.53	18.98
PLA2G4B	10.15	8.641	9.451	12.53	7.723	9.496
SPTBN5	2.593	2.49	1.651	1.989	2.014	2.404
MIR4310	0	0	0	0	0	0
LOC105370792	2.333	1.884	1.899	1.767	1.659	2.013
